formula,target_hardness_Reuss,target_hardness_VRH,target_hardness_Voigt,Bulk_Reuss,Bulk_Voigt,Bulk_VRH,Shear_Reuss,Shear_Voigt,Shear_VRH
As1Nd1As1Nd1,40.37083713,36.69678239,33.56097388,67.7944,67.7944,67.7944,40.2501,46.5767,43.4134
As1Pa1As1Pa1,101.9797866,69.89084656,52.21728536,115.722,115.722,115.722,42.1671,73.0233,57.5952
As1Pd5Tl1As1Pd5Tl1,124.2506811,117.3896701,111.190166,134.43,134.533,134.482,44.7899,49.19,46.99
As1Pt5Tl1As1Pt5Tl1,133.2033127,151.3137873,168.8711305,144.241,181.969,163.105,46.9712,54.5578,50.7645
As1Pt5Zn1As1Pt5Zn1,153.5511772,148.8788407,144.4838239,191.892,192.591,192.241,63.9884,67.7044,65.8464
As1Pu1As1Pu1,62.43813026,46.45546869,36.46012538,79,79,79,35.6237,54.89,45.2569
As1Rh2As1Rh2,145.6558112,133.2319643,122.6051993,195.45,195.45,195.45,68.7509,79.4,74.0754
As1Sc1As1Sc1,47.59712778,44.62415965,41.95977315,84.6556,84.6556,84.6556,49.233,54.4633,51.8482
As1Sn1As1Sn1,51.09321189,44.34543592,39.00824055,61.9444,61.9444,61.9444,29.1055,36.1267,32.6161
As1Tb1As1Tb1,42.70539106,38.79356486,35.46033519,76.6222,76.6222,76.6222,46.2431,53.5933,49.9182
As1Te1As1Te1,105.2574616,65.12162007,45.92745947,62.7889,62.7889,62.7889,16.4158,32.3633,24.3896
As1Th1As1Th1,123.3977286,80.45254548,58.46535173,96.5611,96.5611,96.5611,27.4243,50.7867,39.1055
As1Tl1As1Tl1,42.30229502,38.13303281,34.62348354,39.5389,39.5389,39.5389,17.2719,20.2433,18.7576
As1U1As1U1,1697.753501,293.7121505,148.6103797,75.7556,75.7556,75.7556,2.06624,16.3133,9.18979
As1Y1As1Y1,42.51347197,39.08226044,36.10183518,76.6278,76.6278,76.6278,46.4148,52.8467,49.6308
As1Zr1As1Zr1,109.8855369,75.02434706,55.95141701,118.361,118.361,118.361,40.9932,71.4267,56.2099
As2Au2Ba2As2Au2Ba2,32.01798688,33.31121567,34.59959278,49.073,52.2426,50.6578,29.761,30.7622,30.2616
As2Au2Ca2As2Au2Ca2,43.62650092,48.87428335,54.03299269,54.2951,65.4185,59.8568,27.1175,30.1911,28.6543
As2Ba1Cu2As2Ba1Cu2,73.65346691,54.04557889,44.25333325,55.1804,64.0648,59.6226,18.1659,34.3622,26.2641
As2Ba1Pd2As2Ba1Pd2,60.0017665,57.95082247,56.03309274,76.1579,76.4981,76.328,34.8301,37.0689,35.9495
As2Ba1Rh2As2Ba1Rh2,50.82862528,50.99615759,51.20866818,76.3565,82.2278,79.2922,40.0001,44.4333,42.2167
As2Ba1Ru2As2Ba1Ru2,49.55104005,50.30070111,51.13199043,71.9712,82.6648,77.318,37.3634,44.8422,41.1028
As2Ba1Zn2As2Ba1Zn2,41.79432334,38.82265323,36.22948834,49.6814,50.113,49.8972,24.5629,27.8711,26.217
As2Ba2Cu2As2Ba2Cu2,28.92343369,29.04147621,29.15910152,50.8921,51.537,51.2146,34.0175,34.4489,34.2332
As2Be2Na2As2Be2Na2,21.93293964,23.31818902,24.71597312,38.9092,51.8796,45.3944,28.0896,39.5078,33.7987
As2Bi2O8As2Bi2O8,144.3956046,127.4764184,114.4504072,121.519,125.535,123.527,33.9509,43.2844,38.6177
As2C2Nb4As2C2Nb4,83.82704061,82.04178765,80.34280432,203.947,205.385,204.666,116.037,121.444,118.741
As2C2V6As2C2V6,187.2432613,138.3412174,109.7452514,183.118,189.328,186.223,50.4963,83.02,66.7581
As2Ca1Cd2As2Ca1Cd2,32.37639586,32.76341593,33.15003322,50.1927,51.1259,50.6593,30.5186,30.7989,30.6587
As2Ca1Fe2As2Ca1Fe2,41.71168496,42.11628681,42.52534445,93.4864,99.0389,96.2627,63.5034,68.185,65.8442
As2Ca1Mg2As2Ca1Mg2,26.15829186,26.35299863,26.54752408,50.3001,50.8704,50.5853,36.1169,36.3189,36.2179
As2Ca1Pd2As2Ca1Pd2,107.9435133,106.84087,105.8133881,87.2273,89.4833,88.3553,26.322,27.8067,27.0643
As2Ca1Ru2As2Ca1Ru2,56.12807579,56.1573982,56.28154263,97.9899,107.228,102.609,53.6672,61.2967,57.4819
As2Ca2Rb2As2Ca2Rb2,27.48024533,23.36457316,20.17242939,21.2276,21.2259,21.2268,9.53345,12.0489,10.7912
As2Ca4As2Ca4,17.26617304,18.25711456,19.25366866,35.7208,38.2741,36.9974,29.4967,30.2011,29.8489
As2Cd2K2As2Cd2K2,21.98472575,21.80525834,21.63408544,27.9205,28.3963,28.1584,17.0444,17.6944,17.3694
As2Co2S2As2Co2S2,41.13417938,39.84549656,38.63431657,116.465,117.03,116.747,89.288,94.5344,91.9112
As2Cr2As2Cr2,58.34046458,54.56467142,51.28059373,84.7525,86.1815,85.467,41.8341,47.6222,44.7282
As2Cs1Rh2As2Cs1Rh2,26.61353749,27.26191539,27.93354749,44.0298,50.9296,47.4797,29.1895,34.9844,32.087
As2Cu2K4As2Cu2K4,34.63394382,26.88500229,21.49811702,22.7011,22.1741,22.4376,8.80464,12.2678,10.5362
As2Cu2Sr2As2Cu2Sr2,27.01976819,27.77499762,28.52181613,54.6471,57.8593,56.2532,39.8933,41.6856,40.7894
As2Dy2O8As2Dy2O8,95.91827235,83.95175964,75.21068491,121.899,129.4,125.65,47.9652,64.1233,56.0443
As2Fe2Li2As2Fe2Li2,35.48411439,30.71929879,27.15823053,64.5585,67.2815,65.92,41.4266,54.2856,47.8561
As2Ga2As2Ga2,35.21910633,34.27738188,33.37848046,62.7754,62.8074,62.7914,39.9575,41.7111,40.8343
As2Hg1O6As2Hg1O6,164.3164915,125.8670797,106.0648741,113.17,132.715,122.942,27.3796,50.1256,38.7526
As2Hg2K2As2Hg2K2,17.586639,22.78660021,27.86852721,21.1786,30.3019,25.7402,13.2866,16.0844,14.6855
As2K2Mg2As2K2Mg2,19.58570436,19.09319932,18.65680941,27.2451,28.4204,27.8327,17.9102,19.7789,18.8445
As2La1Ni2As2La1Ni2,58.90812462,56.51547207,54.29976782,105.499,105.857,105.678,57.6441,61.8978,59.7709
As2Mg2Na2As2Mg2Na2,29.18165977,27.36455954,25.7291076,34.5945,34.5963,34.5954,18.9342,20.8644,19.8993
As2Na6As2Na6,21.2667115,19.6354958,18.185833,23.9107,23.787,23.8489,13.8487,15.4322,14.6404
As2Nb2As2Nb2,78.67379084,77.55342451,76.61464572,155.005,164.604,159.804,81.0122,90.6089,85.8105
As2Nb6Te6As2Nb6Te6,35.67964758,34.9349973,34.22531516,69.1333,69.6704,69.4018,45.7087,47.7822,46.7455
As2Ni2As2Ni2,117.079904,114.6748208,112.3630203,135.634,135.791,135.712,47.7,49.4478,48.5739
As2O8Sc2As2O8Sc2,82.60149588,79.70788764,77.37849545,132.182,142.817,137.499,61.2852,72.6333,66.9593
As2O8Tb2As2O8Tb2,99.51120004,87.12608166,78.05895295,122.228,129.569,125.898,46.7131,62.3144,54.5138
As2Pb6Zr10As2Pb6Zr10,49.3209404,49.8485181,50.3773914,101.501,102.883,102.192,62.812,63.0133,62.9127
As2Pd2Sr2As2Pd2Sr2,58.06529404,61.42937418,64.7526341,61.5404,68.0815,64.811,25.9843,27.6656,26.8249
As2Pt2Sr2As2Pt2Sr2,67.65820703,73.81788996,79.90174504,68.7426,79.5611,74.1519,27.08,29.4133,28.2467
As2Rb6Se32As2Rb6Se32,30.4463487,29.76802968,29.13145189,12.016,12.2056,12.1108,3.75032,3.97333,3.86183
As2Rh2Sr1As2Rh2Sr1,46.47071434,48.37619395,51.41406122,41.8262,68.8704,55.3483,17.4302,33.9489,25.6896
As2Ru2Sr1As2Ru2Sr1,31.35578968,39.64281116,47.37825727,58.3436,88.1611,73.2524,39.2157,52.5167,45.8662
As2Sb6Zr10As2Sb6Zr10,67.87605815,68.0673389,68.25715039,112.136,113.183,112.66,56.271,56.8,56.5355
As2Sr4As2Sr4,18.47870322,18.96464073,19.44492784,30.0816,31.8167,30.9491,21.6907,22.7233,22.207
As2Ti2As2Ti2,66.83820588,63.12221007,60.10377227,105.92,112.941,109.431,52.313,62.8144,57.5637
As2Ti6As2Ti6,87.10356138,74.02397113,64.07660469,107.356,107.356,107.356,42.9349,55.2533,49.0941
As2V6As2V6,86.79388168,83.71739969,80.83075405,185.322,185.322,185.322,97.6651,103.573,100.619
As3Cr3Ni3As3Cr3Ni3,138.6420803,134.9384593,131.4295018,177.497,178.139,177.818,62.0085,65.1933,63.6009
As3Hf3Ru3As3Hf3Ru3,119.3510918,118.8775305,118.4055752,196.314,196.111,196.213,81.7405,82.1567,81.9486
As3Mn3Ru3As3Mn3Ru3,89.31697559,89.86534388,90.41164418,141.371,143.072,142.222,63.5482,64.05,63.7991
As3Na3Sr3As3Na3Sr3,19.06737126,19.07838686,19.08965699,34.5626,34.7315,34.647,26.1033,26.2722,26.1878
As3Ru3Zr3As3Ru3Zr3,105.433299,105.985996,106.5379423,186.508,188.328,187.418,83.9231,84.42,84.1715
As4Ba4Cd2As4Ba4Cd2,28.92224707,27.83822996,26.83013854,35.0865,35.3093,35.1979,19.4738,20.8322,20.153
As4Ba4Pt4As4Ba4Pt4,92.86878877,85.70390679,79.31206337,71.1384,69.8148,70.4766,21.9637,24.3256,23.1446
As4Ca12N4As4Ca12N4,27.59127384,27.72224219,27.85323422,59.8301,60.2852,60.0576,44.9706,45.1544,45.0625
As4Ca4Cd2As4Ca4Cd2,24.96290136,27.35008526,29.67333343,38.4449,45.3926,41.9188,25.0123,28.0922,26.5522
As4Cd2As4Cd2,39.79605136,33.50255792,29.07834687,35.7664,37.7407,36.7536,15.6006,21.6344,18.6175
As4Cd2Si2As4Cd2Si2,47.36154896,43.7044194,40.52845693,58.977,59.2037,59.0903,28.7428,32.7456,30.7442
As4Cd2Sr4As4Cd2Sr4,27.09497173,27.35421632,27.61749716,38.1639,40.4778,39.3209,23.2327,25.0067,24.1197
As4Cd6As4Cd6,74.26703304,74.08518805,73.90475603,47.5556,47.5556,47.5556,14.4352,14.4933,14.4643
As4Co2As4Co2,48.81107267,46.05847771,43.74586418,119.265,124.944,122.105,80.6755,94.4567,87.5661
As4Co4Nb4As4Co4Nb4,91.36811631,89.89726102,88.49091524,170.944,172.626,171.785,82.9252,86.4089,84.6671
As4Co4S4As4Co4S4,36.70936806,35.87202426,35.06710006,116.275,116.291,116.283,97.4866,101.091,99.2889
As4Cu2Er2As4Cu2Er2,50.05824866,47.39342817,45.03987636,90.6035,92.45,91.5268,52.3432,58.7333,55.5383
As4Cu2Y2As4Cu2Y2,50.46668209,47.48500804,44.86852853,89.0471,90.6574,89.8523,50.6671,57.2078,53.9374
As4Cu4S4As4Cu4S4,62.28313249,57.78963715,53.96925084,63.1268,64.5852,63.856,25.4976,29.6444,27.571
As4Dy4Ni2As4Dy4Ni2,57.9069256,57.88938279,57.87899404,94.7362,96.8611,95.7986,49.7403,51.4433,50.5918
As4Dy4Pd4As4Dy4Pd4,65.99233994,67.47109586,68.94111573,103.273,107.743,105.508,50.8916,52.3256,51.6086
As4Er2Ni8As4Er2Ni8,92.57557125,90.81665353,89.16550429,138.133,140.498,139.315,59.5844,63.0489,61.3166
As4Er4Pt4As4Er4Pt4,80.10003359,86.91956719,93.80791591,109.798,122.75,116.274,47.588,49.37,48.479
As4Fe4Nb4As4Fe4Nb4,109.0749426,96.78668889,86.9779728,136.027,137.98,137.004,50.8173,62.6344,56.7259
As4Ge2Mg2As4Ge2Mg2,47.50278696,43.76947463,40.54675967,52.2358,52.5667,52.4012,23.9011,27.3867,25.6439
As4Ge2Zn2As4Ge2Zn2,37.93299894,35.579623,33.45603288,60.3118,60.1204,60.2161,35.4857,38.9922,37.239
As4Ge3As4Ge3,33.06936291,31.94106361,30.87653621,48.3036,48.3037,48.3037,28.3382,29.8989,29.1186
As4Hf4As4Hf4,91.39303075,77.0600276,66.48732587,126.621,128.311,127.466,52.8526,70.05,61.4513
As4Ho2Ni8As4Ho2Ni8,86.82115348,85.08044046,83.49311075,129.6,133.617,131.608,57.101,61.7367,59.4188
As4Ho4Ni2As4Ho4Ni2,58.92007486,58.4654174,58.02959417,94.8655,96.2685,95.567,49.1443,50.8644,50.0044
As4Ir4La2As4Ir4La2,100.417236,98.63396617,96.90836964,150.485,150.504,150.494,63.3368,65.2456,64.2912
As4K12S12As4K12S12,20.17712937,19.66950678,19.16734509,15.9206,15.5481,15.7344,7.8255,7.84556,7.83553
As4K12Se12As4K12Se12,16.61203938,16.58467131,16.55736761,13.5237,13.5093,13.5165,7.06665,7.07222,7.06944
As4K4Ni2As4K4Ni2,29.03600553,24.2556946,20.5640647,23.684,23.263,23.4735,10.7672,13.6278,12.1975
As4La2Rh4As4La2Rh4,92.84893327,91.84438006,90.87531983,128.678,129.956,129.317,53.442,55.2133,54.3276
As4La4Te4As4La4Te4,36.78460545,35.86901028,35.01310762,57.3695,58.2574,57.8135,33.7314,35.8878,34.8096
As4Mg6As4Mg6,28.75773921,28.72493103,28.69230084,48.85,48.85,48.85,32.1333,32.19,32.1617
As4Mo5As4Mo5,74.67886222,69.88386702,65.60683506,150.28,150.196,150.238,80.7233,89.6878,85.2055
As4Na12S12As4Na12S12,23.84300873,23.47989714,23.12109423,22.5999,22.3759,22.4879,11.6742,11.7722,11.7232
As4Na12Se12As4Na12Se12,21.5382635,21.34186288,21.14775749,18.8214,18.7667,18.794,9.58005,9.67,9.62502
As4Nb4Ni4As4Nb4Ni4,133.609347,132.9724219,132.4014474,193.989,200.415,197.202,73.0734,77.3189,75.1961
As4Ni2As4Ni2,192.2533268,110.4270615,66.18498552,147.257,114.741,130.999,35.6146,59.4578,47.5362
As4Ni2Tb4As4Ni2Tb4,63.07470616,61.37900765,59.7486619,98.804,98.2185,98.5113,49.4159,51.1878,50.3019
As4Ni2U2As4Ni2U2,80.35963438,75.61401062,71.20961108,118.285,115.531,116.908,53.0692,56.5789,54.8241
As4Ni4S4As4Ni4S4,63.62349201,62.24853583,60.91727874,105.166,104.722,104.944,53.8825,55.4733,54.6779
As4Ni4Se4As4Ni4Se4,55.92337679,54.54755252,53.22802679,93.2293,93.1278,93.1785,49.952,51.9067,50.9293
As4Ni4U2As4Ni4U2,118.8957719,116.3462264,113.9249827,137.051,138.13,137.59,47.8319,50.1511,48.9915
As4O12Sr2As4O12Sr2,63.00242346,65.59358739,68.11631867,103.259,116.67,109.965,52.8449,59.5456,56.1952
As4Os2As4Os2,56.53258157,55.21103684,54.00663503,163.02,167.828,165.424,114.49,124.107,119.299
As4Pd20Sb4As4Pd20Sb4,435.2824004,400.7214696,370.8981286,137.506,137.506,137.506,16.1014,18.4433,17.2724
As4Pd4Se4As4Pd4Se4,96.63636119,95.77630075,94.96682809,90.6383,92.6481,91.6432,30.5639,32.0456,31.3047
As4Pd4Tb4As4Pd4Tb4,67.68108746,68.30598161,68.92574508,104.344,107.281,105.813,50.628,51.9989,51.3134
As4Pd8As4Pd8,180.6470646,175.3610848,170.9682596,126.453,135.122,130.788,29.8645,34.55,32.2073
As4Rh4Ti4As4Rh4Ti4,111.3928751,111.1342938,110.8914916,175.031,178.193,176.612,72.8866,75.1522,74.0194
As4Rh8As4Rh8,268.2681823,232.0587871,201.5216641,210.832,197.472,204.152,46.0646,53.1567,49.6106
As4Ru2As4Ru2,54.33421573,52.75800124,51.32540731,146.464,150.369,148.416,100.686,109.678,105.182
As4Sn2Zn2As4Sn2Zn2,38.43678708,35.85529983,33.55919263,52.2054,52.2426,52.224,28.2802,31.5089,29.8945
As4Sn3As4Sn3,27.31231646,25.73247654,24.29884598,33.376,33.3759,33.376,18.8843,20.6522,19.7683
As4Zn6As4Zn6,59.3656792,55.71811923,52.44737983,59.2778,59.2778,59.2778,24.1261,26.6767,25.4014
As4Zr4As4Zr4,69.57770549,62.9427097,57.46630106,117.578,119.32,118.449,59.2038,70.7456,64.9747
As6La8As6La8,50.12117873,47.6499719,45.38382552,61.5407,61.5407,61.5407,29.2716,31.7044,30.488
As6Ru7U4As6Ru7U4,83.82685309,83.049933,82.28580859,164.428,164.428,164.428,84.0011,85.2967,84.6489
As6Sr6As6Sr6,28.32682106,28.24286257,28.15999884,39.4882,39.6315,39.5598,23.6282,23.8656,23.7469
As6V10As6V10,95.60753402,94.58960364,93.60859495,170.204,171.974,171.089,79.3503,82.0144,80.6824
As6Yb8As6Yb8,46.17176072,44.05312421,42.0979675,54.0056,54.0056,54.0056,25.7062,27.6783,26.6923
As7Ho2Ni12As7Ho2Ni12,130.0047764,128.5923691,127.1874203,153.317,151.561,152.439,52.5297,52.5833,52.5565
As7Mg6Ni16As7Mg6Ni16,98.61756689,98.61734286,98.61734286,132.417,132.417,132.417,53.0699,53.07,53.07
As8Ba4Ge8As8Ba4Ge8,29.21447275,28.37130669,27.57234606,43.1114,43.2574,43.1844,26.3176,27.6611,26.9894
As8Ba4Zn8As8Ba4Zn8,35.16205405,35.01391812,34.87096005,52.7221,53.3815,53.0518,30.7934,31.5789,31.1862
As8Ca6In4As8Ca6In4,28.02444077,28.41918536,28.81210608,42.8803,45.4056,44.1429,26.9598,28.7533,27.8566
As8Cu24As8Cu24,104.2389382,99.69136998,95.48925051,105.567,105.567,105.567,36.0777,38.8,37.4389
As8Ga8As8Ga8,31.83866249,31.73861141,31.63879423,60.795,60.6019,60.6984,41.2184,41.2244,41.2214
As8Hf12As8Hf12,82.22764874,78.24778828,74.65884972,134.269,135.757,135.013,62.9775,69.3244,66.151
As8Hf4As8Hf4,51.25808065,49.85330822,48.50577899,115.993,115.422,115.707,74.3858,77.1967,75.7912
As8In8As8In8,38.63285365,38.43185859,38.23112693,49.1107,48.8481,48.9794,25.6993,25.7056,25.7024
As8Na16Ti2As8Na16Ti2,28.77088152,27.79402624,26.87145041,26.6278,26.6278,26.6278,12.9273,13.6267,13.277
As8Ni4As8Ni4,88.83984074,84.62068817,80.79852221,110.539,111.535,111.037,44.1326,48.3744,46.2535
As8O12As8O12,1.423090753,1.371898597,1.321794568,4.65,4.65,4.65,5.08824,5.19,5.13912
As8Pa6As8Pa6,72.59911828,72.35334812,72.1092143,114.733,114.733,114.733,55.1129,55.42,55.2665
As8Pd4As8Pd4,101.0183097,91.01122848,82.63914817,109.634,109.483,109.558,39.1907,46.18,42.6853
As8Pt4As8Pt4,61.43032367,58.78150164,56.33092089,133.087,133.176,133.131,78.9338,84.7822,81.858
As8Sc12As8Sc12,47.69070231,45.2780017,42.97361135,86.3812,83.5741,84.9777,50.6659,52.4144,51.5402
As8Si4As8Si4,55.79300506,49.68588919,44.45491414,80.8421,78.413,79.6275,40.4113,46.3611,43.3862
As8Th4As8Th4,54.7004164,52.57536058,50.56811275,89.4471,88.7148,89.0809,47.7924,50.3022,49.0473
As8Th6As8Th6,55.56927955,55.46212038,55.35532427,95.2333,95.2333,95.2333,51.8376,52,51.9188
As8Zn8As8Zn8,39.94801166,38.37878168,36.90873295,62.8448,62.7278,62.7863,36.2257,38.4633,37.3445
As8Zr12As8Zr12,80.54774334,75.38940363,70.75400107,127.013,126.265,126.639,58.9364,64.9856,61.961
As8Zr4As8Zr4,48.61764919,47.99486058,47.39351257,108.837,109.687,109.262,70.5546,72.8622,71.7084
Au12Zn4Au12Zn4,145.6927703,146.4346298,147.4032907,101.937,113.096,107.517,25.8899,29.9611,27.9255
Au16Hf4Au16Hf4,166.3601251,153.843607,142.8180612,142.856,141.715,142.286,38.4301,43.1522,40.7912
Au16Zr4Au16Zr4,159.483326,146.474276,135.1977295,136.641,135.994,136.318,37.2462,42.47,39.8581
Au18In15Na6Au18In15Na6,66.53593611,64.97565752,63.43099496,57.8035,56.3315,57.0675,21.1682,21.1756,21.1719
Au1Be5Au1Be5,38.02405617,37.95808089,37.8918967,134.294,134.294,134.294,117.682,118.007,117.844
Au1Bi1Ca1Au1Bi1Ca1,47.84473154,47.2104612,46.59071098,48.65,48.65,48.65,21.3592,21.82,21.5896
Au1Bi1Li2Au1Bi1Li2,378.9921908,107.4257679,58.2976686,46.9278,46.9278,46.9278,3.61037,17.2467,10.4285
Au1C2Cs1Au1C2Cs1,114.3713906,30.23983727,27.79177168,14.9064,39.1241,27.0153,1.77212,23.6478,12.7099
Au1C2K1Au1C2K1,71.49331484,31.64677524,31.18295774,17.6169,48.5185,33.0677,3.35803,29.8678,16.6129
Au1C2Li1Au1C2Li1,69.61793337,39.13219857,40.36321414,23.5344,68.2296,45.882,5.29919,40.6444,22.9718
Au1C2Rb1Au1C2Rb1,87.22615733,31.0979683,29.59249477,16.4837,44.0648,30.2743,2.58017,26.9256,14.7529
Au1Ca3N1Au1Ca3N1,35.12309508,34.58284344,34.05676044,52.3056,52.3056,52.3056,30.4558,31.2033,30.8296
Au1Cd1Au1Cd1,582.246,244.4216816,148.4887706,88.95,88.95,88.95,6.54279,20.77,13.6564
Au1Cd1Sb1Au1Cd1Sb1,191.9409274,177.1898089,164.3830701,67.9,67.9,67.9,11.1664,12.72,11.9432
Au1Cl3Cs1Au1Cl3Cs1,52.22935222,52.21224642,52.19515044,34.1556,34.1556,34.1556,11.7071,11.7133,11.7102
Au1Cs1Au1Cs1,11.39010971,11.36843398,11.34681873,11.3278,11.3278,11.3278,7.05847,7.07667,7.06757
Au1Cu3Au1Cu3,104.9123075,93.25661162,83.73832145,121.622,121.622,121.622,44.3753,53.4833,48.9293
Au1Cu4Dy1Au1Cu4Dy1,206.6580236,204.2155528,201.8242629,110.878,110.878,110.878,21.8958,22.3367,22.1162
Au1Cu4Tb1Au1Cu4Tb1,318.897625,298.9134158,281.1142523,110.233,110.233,110.233,15.0456,16.74,15.8928
Au1Dy1Au1Dy1,90.2522775,89.37406134,88.51106239,85.1389,85.1389,85.1389,29.4451,29.9233,29.6842
Au1Dy1Pb1Au1Dy1Pb1,63.37103904,62.37966396,61.41516379,71.3278,71.3278,71.3278,30.1948,30.9767,30.5857
Au1Er1Au1Er1,88.42510277,87.55545278,86.70134499,88.8556,88.8556,88.8556,31.9296,32.4533,32.1915
Au1Er1Ni4Au1Er1Ni4,73.68112191,72.51811839,71.38728985,135.511,135.511,135.511,69.8888,71.7267,70.8077
Au1Er1Pb1Au1Er1Pb1,65.90881036,64.34209748,62.84019089,73.0389,73.0389,73.0389,30.3003,31.5033,30.9018
Au1Er1Sn1Au1Er1Sn1,66.78635594,65.65939171,64.56594001,81.3389,81.3389,81.3389,35.2262,36.2133,35.7198
Au1Ga2Au1Ga2,152.2319689,126.0011246,106.9527612,69.3167,69.3167,69.3167,13.9931,18.79,16.3916
Au1Gd1Au1Gd1,136.805146,133.3298848,130.0115126,91.8833,91.8833,91.8833,23.3542,24.37,23.8621
Au1Ge1Ho1Au1Ge1Ho1,92.11936581,89.15343948,86.35458331,84.1333,84.1333,84.1333,28.439,30,29.2195
Au1Hf2Au1Hf2,95.59466931,90.8807243,86.57055387,130.639,130.685,130.662,53.3644,57.9578,55.6611
Au1Ho1Au1Ho1,89.03986209,88.26988608,87.51143563,87.5111,87.5111,87.5111,31.0294,31.4767,31.253
Au1Ho1Ni4Au1Ho1Ni4,72.34103156,71.45641824,70.59074876,128.472,128.472,128.472,65.4942,66.8233,66.1587
Au1Ho1Pb1Au1Ho1Pb1,64.75275249,63.53634604,62.35958465,71.8444,71.8444,71.8444,29.9906,30.9267,30.4586
Au1Ho1Sn1Au1Ho1Sn1,65.87636496,65.08935289,64.31885835,79.1444,79.1444,79.1444,34.1917,34.8667,34.5292
Au1In1Li2Au1In1Li2,90.46773119,63.80277897,48.47502851,52.4556,52.4556,52.4556,14.2119,23.6633,18.9376
Au1In2Au1In2,63.69908426,62.25347233,60.86491412,53.2056,53.2056,53.2056,19.3709,20.1033,19.7371
Au1K3O1Au1K3O1,16.60677618,15.93710563,15.30865324,18.5778,18.5778,18.5778,11.3805,12.0667,11.7236
Au1Li1Sb1Au1Li1Sb1,424.7833438,419.2766421,413.9012583,51.2167,51.2167,51.2167,3.73679,3.82,3.7784
Au1Li2Sb1Au1Li2Sb1,128.9081583,59.57670772,36.82864504,51.7444,51.7444,51.7444,10.3726,28.8667,19.6196
Au1Li2Sn1Au1Li2Sn1,93.25295577,60.85424154,44.15250179,52.2056,52.2056,52.2056,13.7607,25.3233,19.542
Au1Li2Tl1Au1Li2Tl1,284.5909671,90.79312972,50.48510025,42.6333,42.6333,42.6333,3.98471,16.78,10.3824
Au1Li3Au1Li3,228.3417618,67.8271615,36.80628061,32.0778,32.0778,32.0778,3.13233,14.0967,8.6145
Au1Lu1Sn1Au1Lu1Sn1,64.31587187,62.42496292,60.63025742,80.6389,80.6389,80.6389,35.8603,37.6283,36.7443
Au1Mg1Au1Mg1,85.62382555,79.7830307,74.61838516,78.2667,78.2667,78.2667,27.1071,30.36,28.7336
Au1Mg1Sn1Au1Mg1Sn1,59.3643439,58.06875122,56.82245657,64.0667,64.0667,64.0667,27.1085,28.09,27.5993
Au1Mn1Au1Mn1,107.5044661,96.89254859,88.02720863,91.7,91.7,91.7,28.4686,33.6,31.0343
Au1Mn1Sb1Au1Mn1Sb1,146.7202533,122.1082122,104.0736744,73.25,73.25,73.25,15.6779,20.88,18.2789
Au1Mn1Sn1Au1Mn1Sn1,116.9956682,107.682832,99.62767345,68.0889,68.0889,68.0889,16.9762,19.4033,18.1898
Au1Mn2Au1Mn2,164.9398837,85.10425366,55.74889167,75.3577,76.55,75.9538,14.83,37.26,26.045
Au1Ni4Tb1Au1Ni4Tb1,78.5604944,77.3695485,76.21059691,134.183,134.183,134.183,65.3271,66.98,66.1536
Au1O1Rb3Au1O1Rb3,14.69287811,14.00147611,13.35858477,15.1389,15.1389,15.1389,9.13982,9.77333,9.45658
Au1Pb1Tb1Au1Pb1Tb1,61.63409672,60.66571096,59.72366133,70.9833,70.9833,70.9833,30.6635,31.46,31.0617
Au1Pb1Y1Au1Pb1Y1,62.84131331,61.71059821,60.61537688,70.3944,70.3944,70.3944,29.8075,30.6967,30.2521
Au1Pd3Au1Pd3,148.5879463,133.5804981,121.1137685,147.472,147.472,147.472,44.3138,52.5733,48.4436
Au1Rb1Au1Rb1,13.23099287,13.22863746,13.22628269,13.2556,13.2556,13.2556,8.06133,8.06333,8.06233
Au1Sc1Au1Sc1,84.67986261,80.76069748,77.15447889,100.544,100.544,100.544,39.8315,43.0067,41.4191
Au1Sc1Sn1Au1Sc1Sn1,75.62292527,71.09469046,67.02745469,84.8333,84.8333,84.8333,33.8854,37.41,35.6477
Au1Si1Th1Au1Si1Th1,67.0175394,67.25276375,67.48858458,116.964,119.4,118.182,60.5716,62.1167,61.3441
Au1Tb1Au1Tb1,90.63981054,88.8275245,87.07959954,82.1,82.1,82.1,27.7841,28.72,28.2521
Au1Ti1Au1Ti1,85.85347485,74.5540753,65.657982,95.8167,95.8167,95.8167,36.6369,45.67,41.1534
Au1Y1Au1Y1,83.675878,82.74398381,81.83017892,82.7944,82.7944,82.7944,30.0586,30.6167,30.3376
Au1Yb1Au1Yb1,70.42467887,69.02010193,67.66398373,45.1778,45.1778,45.1778,13.9618,14.4267,14.1942
Au1Zn1Au1Zn1,248.491832,194.3404896,158.4480881,111,111,111,18.7735,27.42,23.0968
Au1Zr2Au1Zr2,111.3421498,98.20507859,87.63208986,118.152,118.278,118.215,40.4391,49.4033,44.9212
Au24Ge8Na8Au24Ge8Na8,80.27513467,78.60305471,76.96418037,60.1607,59.3889,59.7748,19.2661,19.5633,19.4147
Au24Na8Si8Au24Na8Si8,75.35748289,76.04346662,76.72559237,65.2746,66.937,66.1058,22.9369,23.4689,23.2029
Au2Ba1Au2Ba1,45.34581692,50.65753337,56.04701575,41.2309,47.6361,44.4335,17.3981,18.2117,17.8049
